date,open,high,low,close,volume
2025-03-21,687.68,697.63,673.66,683.08,5048
2025-03-24,678.1,696.94,671.06,692.0,21034
2025-03-25,696.94,703.72,687.57,700.52,35790
2025-03-26,706.93,720.1,702.11,715.31,21809
2025-03-27,709.26,714.38,702.69,708.81,48315
2025-03-28,710.47,714.22,690.57,699.19,5088
2025-03-31,705.27,712.69,701.25,710.3,16072
2025-04-01,705.63,707.88,695.13,706.75,17938
2025-04-02,701.52,710.88,687.69,696.98,8267
2025-04-03,694.09,699.07,674.35,682.57,17379
2025-04-04,679.04,693.57,669.58,683.48,18694
2025-04-07,679.78,702.14,672.67,694.44,48772
2025-04-08,691.87,699.78,680.6,685.72,20756
2025-04-09,688.42,703.39,685.58,699.15,20017
2025-04-10,701.53,715.99,697.2,713.74,44600
2025-04-11,720.4,739.92,715.46,734.42,40332
2025-04-14,729.73,733.21,717.87,718.17,29967
2025-04-15,721.58,735.69,711.64,726.49,19850
2025-04-16,727.75,732.14,719.72,726.89,48273
2025-04-17,723.76,735.6,713.47,731.87,23326
2025-04-18,736.02,746.52,725.61,729.35,15146
2025-04-21,734.28,741.73,724.63,729.96,5417
2025-04-22,725.21,741.76,723.1,735.99,29883
2025-04-23,738.86,744.94,733.47,740.61,18767
2025-04-24,737.45,744.91,729.13,733.17,4180
2025-04-25,727.33,728.12,718.09,726.8,26437
2025-04-28,729.27,755.43,725.48,744.49,25749
2025-04-29,748.54,759.13,742.04,742.11,43106
2025-04-30,735.58,740.99,727.21,739.0,44983
2025-05-01,742.55,747.46,725.54,735.04,8997
2025-05-02,742.0,749.18,732.41,746.35,25674
2025-05-05,742.36,754.75,733.83,745.74,48262
2025-05-06,749.94,767.26,740.61,761.62,36137
2025-05-07,754.41,769.1,752.73,765.53,40895
2025-05-08,767.91,774.47,758.65,763.28,22215
2025-05-09,759.64,780.73,753.51,773.72,41608
2025-05-12,776.42,787.4,776.24,786.04,4842
2025-05-13,783.53,801.25,774.8,799.69,11860
2025-05-14,797.42,815.16,786.91,809.72,16431
2025-05-15,810.23,812.77,794.1,804.52,35672
2025-05-16,798.62,799.39,777.77,786.52,15594
2025-05-19,779.76,790.53,770.72,780.67,22443
2025-05-20,780.06,781.72,771.49,772.28,16134
2025-05-21,768.08,772.91,752.46,757.03,36193
2025-05-22,751.31,754.84,730.52,737.76,14848
2025-05-23,733.47,733.72,723.66,728.37,22652
2025-05-26,725.35,731.55,716.46,729.11,36086
2025-05-27,735.46,760.04,730.58,749.2,45806
2025-05-28,747.91,759.19,740.28,757.02,40837
2025-05-29,759.86,764.08,752.22,755.37,11186
2025-05-30,751.24,759.67,741.79,752.06,37766
2025-06-02,746.98,761.38,737.83,759.53,40104
2025-06-03,765.31,766.18,761.61,764.58,29654
2025-06-04,761.0,781.99,759.07,770.96,15024
2025-06-05,765.79,771.01,755.34,766.49,37622
2025-06-06,769.78,776.72,767.64,771.13,46285
2025-06-09,765.33,769.62,755.15,768.23,9151
2025-06-10,774.41,783.66,767.56,776.84,12110
2025-06-11,771.11,776.43,757.35,758.88,26247
2025-06-12,758.87,778.45,747.87,767.84,43735
2025-06-13,761.72,763.65,758.33,758.97,37386
2025-06-16,754.52,765.53,740.04,740.99,39235
2025-06-17,742.01,749.68,736.26,738.09,6033
2025-06-18,733.36,743.62,724.85,736.24,45205
2025-06-19,742.46,743.61,732.02,732.69,14434
2025-06-20,737.28,744.26,734.43,738.15,36763
2025-06-23,732.89,753.63,730.62,743.41,45685
2025-06-24,745.35,768.35,738.86,758.05,36021
2025-06-25,751.56,753.07,737.72,740.79,28870
2025-06-26,734.85,750.45,727.09,749.52,9210
2025-06-27,746.63,753.79,745.9,748.9,42443
2025-06-30,743.67,747.36,739.52,745.87,11058
2025-07-01,742.62,747.18,732.7,733.4,49506
2025-07-02,728.4,744.71,723.12,737.54,37878
2025-07-03,737.5,750.75,728.24,748.72,48704
2025-07-04,748.23,748.7,736.53,738.17,40351
2025-07-07,731.7,738.18,713.29,721.9,31042
2025-07-08,723.27,744.18,717.63,735.37,29009
2025-07-09,737.57,762.47,731.34,751.36,28289
2025-07-10,745.38,758.46,735.9,754.44,7803
2025-07-11,760.73,765.51,745.15,750.88,18181
2025-07-14,744.35,762.49,737.52,754.96,14387
2025-07-15,752.5,759.58,740.96,744.88,14109
2025-07-16,750.0,762.01,746.78,752.77,19374
2025-07-17,748.79,768.01,743.62,765.08,14420
2025-07-18,759.4,777.93,753.82,775.15,23406
2025-07-21,777.73,789.43,777.73,781.85,7723
2025-07-22,775.98,783.11,771.71,782.23,37225
2025-07-23,783.77,794.82,778.22,779.83,22173
2025-07-24,782.66,795.51,777.91,794.55,8404
2025-07-25,787.54,790.69,772.15,782.07,45828
2025-07-28,775.97,777.27,772.18,776.75,31474
2025-07-29,778.27,787.17,777.31,785.14,8812
2025-07-30,778.88,780.12,767.18,770.07,43666
2025-07-31,771.54,787.19,770.06,779.15,34821
2025-08-01,783.12,790.59,776.56,785.71,5540
2025-08-04,780.55,799.95,773.57,793.67,9510
2025-08-05,797.73,803.06,782.76,792.12,41007
2025-08-06,797.33,806.21,794.19,796.2,21067
2025-08-07,798.31,818.32,790.93,812.07,46711
2025-08-08,809.97,810.47,795.98,805.19,29631
2025-08-11,812.66,827.32,802.17,816.11,18735
2025-08-12,814.1,824.58,807.83,811.64,35700
2025-08-13,813.41,830.96,813.09,823.41,20234
2025-08-14,823.39,833.6,801.32,813.37,34753
2025-08-15,808.47,825.9,806.17,822.53,47651
2025-08-18,819.33,820.25,805.96,806.23,43371
2025-08-19,808.11,826.13,800.28,824.49,23717
2025-08-20,822.42,828.03,804.47,812.55,48953
2025-08-21,817.18,827.99,808.2,809.77,3612
2025-08-22,806.84,826.58,804.59,819.5,4992
2025-08-25,813.58,825.5,806.31,820.24,4167
2025-08-26,828.42,849.25,825.14,843.89,46031
2025-08-27,838.46,864.32,836.39,854.41,30312
2025-08-28,851.88,859.14,835.27,847.15,12101
2025-08-29,847.82,850.39,828.91,833.6,13037
2025-09-01,841.75,848.63,819.1,830.9,21731
2025-09-02,825.4,827.34,810.03,813.96,39914
2025-09-03,816.66,820.38,802.46,805.59,35953
2025-09-04,811.13,820.97,799.61,813.52,39817
2025-09-05,820.03,835.67,810.93,827.99,49950
2025-09-08,820.09,835.63,808.75,827.55,16796
2025-09-09,823.33,831.53,805.87,816.9,42281
2025-09-10,809.73,817.38,786.96,797.89,30702
2025-09-11,803.88,806.08,785.57,789.07,31433
2025-09-12,791.2,812.83,786.86,806.76,14788
2025-09-15,806.85,821.68,795.72,809.82,21091
2025-09-16,802.31,820.11,792.26,818.57,25576
2025-09-17,812.33,820.42,790.61,802.4,14121
2025-09-18,804.88,806.48,785.61,790.58,29410
2025-09-19,797.89,810.93,797.37,805.92,46510
2025-09-22,805.58,807.06,791.57,795.24,32831
2025-09-23,798.58,800.41,779.31,788.15,45775
2025-09-24,786.25,806.5,776.41,794.81,42978
2025-09-25,799.92,808.24,794.77,795.61,32097
2025-09-26,794.59,796.21,785.04,785.78,37133
2025-09-29,791.08,805.88,781.71,797.81,30988
2025-09-30,805.1,815.42,790.56,795.47,48854
2025-10-01,796.76,821.09,787.28,812.76,7253
2025-10-02,817.49,834.86,817.28,832.9,14343
2025-10-03,839.43,843.06,835.33,842.95,22486
2025-10-06,835.1,847.16,829.21,843.67,4334
2025-10-07,848.83,868.95,840.75,867.36,32016
2025-10-08,872.1,883.44,867.03,872.4,38028
2025-10-09,868.77,886.41,856.68,876.73,38590
2025-10-10,868.81,874.56,848.51,859.33,41080
2025-10-13,864.85,874.33,854.77,855.51,29436
2025-10-14,849.92,867.87,838.25,863.27,24002
2025-10-15,856.65,873.58,849.58,870.08,43468
2025-10-16,865.53,876.17,859.78,862.77,25834
2025-10-17,856.13,866.78,838.14,845.3,39705
2025-10-20,839.04,849.52,837.28,848.5,16474
2025-10-21,843.88,854.63,832.65,854.42,27433
2025-10-22,857.57,859.26,843.28,851.16,34960
2025-10-23,842.92,848.51,838.25,843.12,43309
2025-10-24,851.28,878.59,850.67,865.63,39060
2025-10-27,862.1,879.27,852.09,879.13,19947
2025-10-28,887.41,893.11,873.16,878.93,12659
2025-10-29,872.55,880.0,870.5,872.34,6712
2025-10-30,868.08,876.02,866.39,872.77,12342
2025-10-31,865.25,881.7,865.04,877.89,33684
2025-11-03,885.61,894.24,877.6,877.63,5183
2025-11-04,871.04,873.89,849.72,862.3,19578
2025-11-05,864.89,876.06,854.88,863.49,18290
