date,open,high,low,close,volume
2025-04-01,535.59,551.83,532.38,545.9,12086
2025-04-02,547.85,559.32,540.99,557.79,18528
2025-04-03,558.46,560.54,554.94,555.35,33631
2025-04-04,549.81,559.43,541.79,558.89,15793
2025-04-07,558.82,563.6,547.56,554.14,4573
2025-04-08,549.12,556.67,542.68,555.38,17442
2025-04-09,560.82,568.14,554.69,565.01,36908
2025-04-10,559.38,567.29,543.79,551.4,5537
2025-04-11,546.84,551.56,541.71,548.08,38903
2025-04-14,543.52,556.09,537.35,549.66,6385
2025-04-15,550.71,561.85,550.65,559.93,35707
2025-04-16,562.64,572.0,556.48,570.4,34991
2025-04-17,565.37,568.57,556.67,563.01,13799
2025-04-18,562.58,568.61,555.09,559.84,44994
2025-04-21,561.42,569.57,550.91,556.37,18692
2025-04-22,559.74,560.58,547.39,553.19,7089
2025-04-23,551.11,566.95,546.28,559.17,11989
2025-04-24,562.16,570.92,560.65,565.51,15027
2025-04-25,570.81,573.55,560.52,563.42,40292
2025-04-28,558.5,571.81,553.19,568.73,36341
2025-04-29,570.94,572.78,566.34,568.54,47019
2025-04-30,571.04,572.55,558.63,563.36,12580
2025-05-01,567.26,571.79,558.82,565.36,13319
2025-05-02,563.88,569.91,563.07,568.15,45472
2025-05-05,573.61,576.35,567.01,572.99,48970
2025-05-06,578.04,583.31,576.97,580.0,10589
2025-05-07,574.39,587.1,573.68,578.6,18827
2025-05-08,573.3,581.12,565.93,576.16,7016
2025-05-09,571.77,573.31,566.24,568.17,45670
2025-05-12,573.08,573.16,565.08,572.85,37043
2025-05-13,574.9,581.43,572.4,577.05,13938
2025-05-14,581.69,582.53,570.89,577.71,27973
2025-05-15,576.95,584.98,571.09,583.95,16675
2025-05-16,589.11,599.01,582.98,594.2,6644
2025-05-19,592.97,593.71,587.31,589.73,29105
2025-05-20,595.16,599.71,590.26,598.8,5557
2025-05-21,598.63,603.62,585.06,593.38,40329
2025-05-22,598.18,606.58,591.89,602.17,35935
2025-05-23,604.92,605.74,587.31,595.56,22736
2025-05-26,597.94,608.99,596.04,606.42,31208
2025-05-27,612.23,617.8,597.13,604.64,31794
2025-05-28,604.09,610.33,590.25,595.5,45419
2025-05-29,596.69,604.34,588.3,596.49,29859
2025-05-30,599.75,603.0,597.0,601.55,11908
2025-06-02,600.38,600.62,584.59,589.65,22573
2025-06-03,585.72,588.61,576.02,582.3,36261
2025-06-04,586.04,586.14,571.72,575.06,30279
2025-06-05,580.52,580.7,571.87,574.6,17233
2025-06-06,569.13,576.54,563.09,571.54,26104
2025-06-09,566.12,576.54,561.96,568.03,34495
2025-06-10,568.89,581.7,567.66,574.92,20390
2025-06-11,579.49,584.18,575.39,580.18,18602
2025-06-12,581.4,596.07,573.37,590.25,31101
2025-06-13,588.25,596.76,569.4,578.01,15046
2025-06-16,575.39,585.6,569.65,582.08,21335
2025-06-17,582.65,591.33,580.08,585.34,14371
2025-06-18,584.12,598.94,579.5,590.62,4998
2025-06-19,589.25,598.61,587.11,590.8,36587
2025-06-20,589.26,596.47,576.14,582.1,37920
2025-06-23,581.72,585.49,566.27,573.27,22285
2025-06-24,569.35,582.88,563.34,579.7,21952
2025-06-25,583.96,592.24,582.66,584.79,39293
2025-06-26,580.97,585.36,570.48,575.61,23967
2025-06-27,579.34,584.33,569.76,573.68,38636
2025-06-30,572.38,583.84,569.06,577.46,9116
2025-07-01,574.95,577.88,570.96,573.34,34876
2025-07-02,567.68,581.09,561.64,578.8,34846
2025-07-03,579.2,591.32,576.16,589.95,46396
2025-07-04,593.13,599.35,585.25,592.04,27944
2025-07-07,596.1,601.48,592.31,598.23,3870
2025-07-08,597.15,602.87,593.26,600.04,34013
2025-07-09,597.51,609.54,592.15,601.97,39494
2025-07-10,602.94,622.77,599.73,613.75,15065
2025-07-11,615.19,633.62,607.6,625.3,41940
2025-07-14,629.43,644.67,628.73,637.57,29264
2025-07-15,635.79,642.34,620.63,627.65,42758
2025-07-16,628.22,639.64,622.34,639.41,14098
2025-07-17,639.44,650.82,634.68,648.34,3327
2025-07-18,647.16,666.74,646.09,661.77,9675
2025-07-21,667.22,681.28,664.05,673.32,21700
2025-07-22,670.67,686.85,669.82,685.08,25513
2025-07-23,679.97,690.86,679.7,686.72,12051
2025-07-24,688.68,696.4,678.61,683.31,10420
2025-07-25,683.79,696.79,674.06,691.12,25118
2025-07-28,686.35,693.66,682.28,686.4,24995
2025-07-29,693.06,712.75,688.42,706.52,6510
2025-07-30,706.95,724.32,702.59,719.38,16288
2025-07-31,724.44,737.28,720.25,733.49,49991
2025-08-01,734.61,740.05,723.89,736.69,29113
2025-08-04,732.59,741.86,730.33,738.39,18270
2025-08-05,744.51,747.27,738.84,742.55,42173
2025-08-06,747.02,749.83,735.7,737.64,17027
2025-08-07,731.58,754.13,721.77,745.8,4228
2025-08-08,748.13,751.64,739.04,742.81,40410
2025-08-11,741.79,755.91,733.26,748.91,10604
2025-08-12,754.82,759.72,748.41,753.11,31950
2025-08-13,752.53,758.75,743.39,746.48,49564
2025-08-14,751.64,756.36,732.6,738.0,32729
2025-08-15,737.87,747.3,737.39,745.43,12935
2025-08-18,748.89,759.79,727.87,737.95,5283
2025-08-19,737.63,741.11,730.33,736.58,36319
2025-08-20,737.64,741.16,724.87,730.93,39784
2025-08-21,734.7,752.72,726.85,749.01,48073
2025-08-22,755.1,771.64,753.83,767.8,24186
2025-08-25,768.97,775.98,756.18,758.18,5573
2025-08-26,758.56,767.58,746.74,750.2,16905
2025-08-27,755.57,772.14,746.68,764.06,48790
2025-08-28,764.2,777.88,759.19,773.35,28318
2025-08-29,779.09,790.15,755.36,765.86,43616
2025-09-01,758.89,775.54,758.63,765.43,49816
2025-09-02,771.57,782.63,754.1,761.53,28393
2025-09-03,754.99,769.74,744.66,759.7,21836
2025-09-04,754.82,763.66,748.06,758.08,14178
2025-09-05,757.46,759.36,752.77,754.9,14464
2025-09-08,755.82,759.82,739.9,745.66,37699
2025-09-09,751.2,763.91,749.62,756.09,26428
2025-09-10,759.69,766.48,751.42,760.68,8594
2025-09-11,755.47,762.7,750.97,758.5,37731
2025-09-12,756.19,765.89,733.5,743.82,7130
2025-09-15,739.42,751.37,731.99,742.57,39150
2025-09-16,748.84,751.94,741.51,746.83,4142
2025-09-17,751.73,760.69,736.61,745.11,41525
2025-09-18,751.51,757.63,737.91,739.63,5182
2025-09-19,745.57,757.77,743.76,748.09,4996
2025-09-22,750.35,765.15,748.19,760.0,44510
2025-09-23,763.61,767.99,756.61,764.32,43090
2025-09-24,768.37,779.62,766.44,774.95,37077
2025-09-25,781.27,782.45,760.84,772.02,41774
2025-09-26,772.09,792.72,770.01,781.82,16049
2025-09-29,783.41,811.77,777.8,799.94,15831
2025-09-30,806.4,814.36,798.93,799.75,24338
2025-10-01,807.35,812.5,807.14,809.14,33980
2025-10-02,811.31,832.1,801.88,822.53,45131
2025-10-03,815.69,815.76,798.69,802.74,29990
2025-10-06,796.84,801.64,787.28,788.84,3520
2025-10-07,790.28,801.63,774.51,781.79,14505
2025-10-08,780.42,786.71,764.85,774.92,46226
2025-10-09,780.98,784.39,767.75,777.17,38309
2025-10-10,783.88,784.26,778.24,783.07,7162
2025-10-13,782.66,804.44,778.08,798.8,5989
2025-10-14,803.96,813.84,787.16,795.81,28279
2025-10-15,797.82,823.63,787.23,811.77,33425
2025-10-16,818.84,822.16,812.8,820.2,26910
2025-10-17,825.05,828.73,823.42,824.33,45005
2025-10-20,816.77,826.43,805.93,816.32,7681
2025-10-21,824.07,827.78,807.31,817.0,20355
2025-10-22,811.14,822.76,802.32,820.25,43441
2025-10-23,827.42,840.87,821.11,834.88,41126
2025-10-24,841.02,860.8,830.04,860.39,21071
2025-10-27,866.22,879.09,847.9,857.74,21098
2025-10-28,849.53,874.8,842.68,863.87,20290
2025-10-29,871.2,894.02,858.21,881.9,29723
2025-10-30,889.54,895.93,877.69,879.31,13984
2025-10-31,873.36,879.45,869.11,876.04,12578
2025-11-03,874.97,888.24,866.82,876.16,16904
2025-11-04,872.06,877.56,869.22,872.17,18443
2025-11-05,865.68,878.96,859.92,869.16,10175
