date,open,high,low,close,volume
2025-05-07,696.68,699.84,688.59,695.19,37932
2025-05-08,697.25,702.55,683.65,692.55,16264
2025-05-09,688.33,694.91,671.36,680.88,48405
2025-05-12,682.54,686.37,679.37,684.9,38953
2025-05-13,683.52,706.42,677.6,696.85,48411
2025-05-14,696.21,707.44,687.65,699.94,42086
2025-05-15,699.12,705.31,690.07,693.54,13982
2025-05-16,689.39,692.39,676.32,686.58,28049
2025-05-19,690.52,712.15,689.13,704.75,21310
2025-05-20,703.1,709.83,693.42,708.48,46081
2025-05-21,712.89,721.98,701.33,704.79,34696
2025-05-22,704.54,718.37,696.19,718.12,18366
2025-05-23,712.37,725.31,705.47,715.35,31186
2025-05-26,712.78,714.5,708.36,711.5,37334
2025-05-27,716.31,717.39,702.05,709.14,44872
2025-05-28,707.95,713.88,703.31,704.18,27415
2025-05-29,701.53,706.69,691.61,705.45,4828
2025-05-30,702.26,704.04,692.16,695.32,39128
2025-06-02,690.59,704.85,681.96,695.07,42304
2025-06-03,697.48,716.67,694.69,708.44,38685
2025-06-04,713.39,721.68,711.29,713.84,17126
2025-06-05,711.52,720.66,704.59,719.93,34316
2025-06-06,713.18,720.99,699.75,701.4,39778
2025-06-09,707.65,712.19,703.59,710.61,43927
2025-06-10,706.09,707.13,697.77,703.57,8409
2025-06-11,703.62,719.78,699.46,711.23,13379
2025-06-12,712.58,721.31,700.17,704.06,8905
2025-06-13,700.07,714.33,690.98,704.78,13763
2025-06-16,701.29,716.85,694.63,715.5,22258
2025-06-17,710.5,715.76,710.05,712.23,33151
2025-06-18,716.68,721.18,712.46,718.54,42745
2025-06-19,720.21,726.15,707.39,711.21,6121
2025-06-20,707.75,730.93,697.68,721.77,18595
2025-06-23,725.8,733.65,705.09,712.75,48791
2025-06-24,713.35,718.36,701.54,704.53,17788
2025-06-25,704.09,712.47,702.65,703.48,14852
2025-06-26,705.43,718.43,702.46,717.16,19263
2025-06-27,718.72,731.19,712.72,723.83,4913
2025-06-30,722.1,742.71,720.16,733.23,22484
2025-07-01,732.11,742.47,727.88,731.18,26456
2025-07-02,734.54,756.81,732.29,748.66,26441
2025-07-03,748.1,748.19,740.38,744.59,48034
2025-07-04,743.56,767.72,738.5,758.7,19937
2025-07-07,763.98,786.71,757.91,777.65,16295
2025-07-08,771.85,789.48,768.7,784.38,16807
2025-07-09,782.12,788.05,771.89,781.29,42729
2025-07-10,777.13,781.36,771.3,778.84,41805
2025-07-11,776.3,784.09,769.06,769.49,33550
2025-07-14,770.14,779.95,761.69,762.01,24952
2025-07-15,759.57,778.54,749.49,776.01,19181
2025-07-16,773.36,792.28,770.14,785.76,17564
2025-07-17,790.49,812.02,785.53,805.7,13265
2025-07-18,798.06,807.96,789.94,804.58,4118
2025-07-21,806.69,828.36,805.41,823.73,39740
2025-07-22,823.61,830.33,814.55,821.42,10859
2025-07-23,815.82,817.36,810.87,817.31,28371
2025-07-24,822.94,831.02,811.93,826.65,3715
2025-07-25,830.21,833.5,820.38,824.49,47822
2025-07-28,821.97,828.73,814.12,822.02,34842
2025-07-29,826.56,848.22,815.62,838.15,28471
2025-07-30,840.98,863.23,832.14,852.64,7749
2025-07-31,853.2,857.59,848.53,848.53,25383
2025-08-01,850.82,873.58,846.79,867.58,19072
2025-08-04,867.75,878.09,855.18,860.9,30936
2025-08-05,852.83,853.16,827.44,839.64,49877
2025-08-06,843.32,851.15,830.68,844.46,27354
2025-08-07,837.68,842.68,835.52,840.87,48786
2025-08-08,837.65,848.0,837.33,844.12,18430
2025-08-11,843.56,865.05,836.64,854.94,48973
2025-08-12,855.91,858.0,833.13,843.79,20965
2025-08-13,846.2,852.72,831.85,838.32,30773
2025-08-14,830.14,835.2,821.87,834.53,12926
2025-08-15,836.97,846.74,833.92,841.85,25145
2025-08-18,842.62,846.07,822.13,827.59,46496
2025-08-19,820.31,830.25,812.24,814.16,42669
2025-08-20,814.77,824.08,798.2,808.04,5787
2025-08-21,814.47,826.05,809.55,818.59,4888
2025-08-22,819.0,829.77,812.01,826.07,28844
2025-08-25,827.14,846.37,815.73,840.42,24712
2025-08-26,840.29,859.53,835.33,855.62,21201
2025-08-27,855.81,883.28,849.67,871.18,44803
2025-08-28,865.69,885.12,863.36,879.85,8795
2025-08-29,877.83,892.98,877.38,890.18,45610
2025-09-01,898.93,911.91,885.18,897.64,32615
2025-09-02,894.96,905.63,894.35,898.27,36614
2025-09-03,905.22,911.86,889.66,895.03,41410
2025-09-04,897.43,912.19,894.09,911.47,28371
2025-09-05,908.23,921.42,907.57,913.16,31202
2025-09-08,914.73,924.01,903.03,921.35,25075
2025-09-09,928.89,936.66,916.99,917.9,23035
2025-09-10,910.03,922.79,895.62,896.87,39727
2025-09-11,892.11,892.32,885.89,891.92,12020
2025-09-12,900.71,908.98,890.22,898.01,18541
2025-09-15,905.99,914.47,893.85,907.03,25830
2025-09-16,898.58,913.59,898.35,901.75,9850
2025-09-17,900.06,923.24,893.66,915.43,26566
2025-09-18,915.26,931.19,904.84,930.53,36863
2025-09-19,924.72,931.12,902.72,914.59,29604
2025-09-22,910.21,921.44,909.41,909.99,24621
2025-09-23,904.6,914.71,886.64,891.44,11800
2025-09-24,895.05,909.0,886.85,902.06,27280
2025-09-25,910.4,914.55,903.2,910.37,15528
2025-09-26,910.98,933.16,906.17,921.55,26828
2025-09-29,920.42,929.78,906.87,914.97,20360
2025-09-30,923.49,946.93,915.83,938.62,24403
2025-10-01,942.01,961.8,940.59,953.21,44925
2025-10-02,949.61,963.0,942.89,951.15,11916
2025-10-03,947.45,958.4,921.31,933.51,18714
2025-10-06,941.45,944.59,934.0,935.31,8060
2025-10-07,943.8,955.28,940.0,947.53,20072
2025-10-08,951.89,952.65,924.46,938.49,33071
2025-10-09,935.65,953.67,926.52,945.85,30536
2025-10-10,949.3,955.32,932.04,942.09,8416
2025-10-13,935.88,948.2,923.38,938.52,20150
2025-10-14,941.34,957.95,927.53,944.5,35502
2025-10-15,949.74,951.33,935.06,935.86,34907
2025-10-16,927.51,941.48,914.68,930.61,15619
2025-10-17,933.19,933.3,932.11,932.41,24310
2025-10-20,927.1,935.4,919.53,928.42,13679
2025-10-21,919.22,947.34,918.52,935.16,43856
2025-10-22,933.17,946.67,925.2,946.06,18480
2025-10-23,942.91,955.54,927.13,933.16,32509
2025-10-24,931.84,945.17,910.05,921.85,35170
2025-10-27,916.68,921.0,902.94,910.46,49169
2025-10-28,915.54,921.72,898.85,907.63,42687
2025-10-29,898.67,914.96,896.68,905.46,33840
2025-10-30,905.51,917.93,902.58,912.22,24819
2025-10-31,920.24,926.14,909.08,910.73,10131
2025-11-03,913.84,924.0,900.28,923.93,18163
2025-11-04,917.03,928.86,913.72,925.39,40875
2025-11-05,931.45,933.16,913.61,918.32,10070
