date,open,high,low,close,volume
2025-04-10,534.99,537.72,527.82,530.1,48980
2025-04-11,528.4,533.84,522.11,527.69,8405
2025-04-14,530.79,542.07,523.44,541.95,26897
2025-04-15,540.82,552.94,536.79,549.52,10459
2025-04-16,554.99,561.29,552.44,560.22,25725
2025-04-17,557.99,559.73,551.72,557.55,23964
2025-04-18,555.94,560.12,548.38,554.22,31561
2025-04-21,557.0,567.86,553.75,566.99,36783
2025-04-22,571.26,580.89,567.36,576.32,25312
2025-04-23,573.0,584.07,565.08,576.52,43702
2025-04-24,580.86,593.98,575.95,586.69,36451
2025-04-25,586.89,591.8,575.28,582.01,3501
2025-04-28,587.76,595.57,585.84,590.5,33147
2025-04-29,590.47,598.11,589.75,595.1,13309
2025-04-30,589.97,595.45,584.31,593.07,34165
2025-05-01,595.6,597.45,590.77,593.0,39533
2025-05-02,597.47,610.34,593.29,607.3,34860
2025-05-05,609.39,615.99,598.8,605.95,40883
2025-05-06,600.2,606.5,592.97,599.95,17442
2025-05-07,604.55,606.72,595.1,603.26,5465
2025-05-08,604.66,609.65,588.26,594.63,27739
2025-05-09,595.34,603.02,583.23,589.88,27797
2025-05-12,585.24,598.11,582.01,593.33,5867
2025-05-13,596.82,604.83,587.93,592.21,20128
2025-05-14,594.7,606.77,593.62,604.71,39024
2025-05-15,599.36,608.45,590.73,600.21,13306
2025-05-16,598.18,615.6,590.92,607.99,36153
2025-05-19,602.47,606.86,595.59,605.99,44437
2025-05-20,608.72,614.58,606.95,608.19,35164
2025-05-21,612.55,617.71,601.95,602.53,30144
2025-05-22,604.85,608.25,597.36,597.96,8615
2025-05-23,603.59,614.56,598.47,613.13,41573
2025-05-26,617.47,618.89,603.23,605.59,29191
2025-05-27,603.56,612.43,597.86,609.67,14837
2025-05-28,608.28,624.05,605.87,619.09,9703
2025-05-29,622.49,634.47,613.63,632.67,32975
2025-05-30,627.86,630.87,610.95,617.87,44122
2025-06-02,618.25,620.8,614.86,616.82,44058
2025-06-03,622.21,631.28,615.03,623.82,12976
2025-06-04,620.15,623.97,611.1,612.06,28504
2025-06-05,607.39,607.9,599.34,600.14,24137
2025-06-06,595.01,605.13,587.12,596.91,44012
2025-06-09,594.07,609.34,587.61,601.98,33691
2025-06-10,607.9,614.74,605.15,609.65,42914
2025-06-11,615.59,621.98,609.23,609.35,18582
2025-06-12,604.71,617.81,602.11,616.03,44384
2025-06-13,621.77,626.26,616.83,624.83,18908
2025-06-16,630.84,634.39,616.3,623.01,42597
2025-06-17,618.32,636.98,612.96,628.02,38328
2025-06-18,622.71,627.69,606.26,615.26,16848
2025-06-19,613.18,628.88,606.67,625.35,12658
2025-06-20,626.68,636.0,615.12,619.66,38635
2025-06-23,623.64,637.62,615.55,629.59,35237
2025-06-24,631.6,637.07,619.84,626.62,47056
2025-06-25,628.99,639.25,626.9,634.39,41137
2025-06-26,639.33,645.54,629.47,638.31,10626
2025-06-27,642.79,656.55,638.45,649.23,33655
2025-06-30,648.8,658.35,640.3,655.64,45613
2025-07-01,659.72,664.33,657.5,661.06,18459
2025-07-02,656.0,659.67,645.95,646.81,39305
2025-07-03,649.29,661.47,646.37,659.58,43124
2025-07-04,657.92,665.09,654.42,655.1,10009
2025-07-07,649.96,656.74,644.98,651.66,33556
2025-07-08,650.28,656.75,647.0,654.07,23959
2025-07-09,657.25,658.71,645.69,648.03,20421
2025-07-10,643.08,659.9,640.81,658.04,40895
2025-07-11,661.56,672.52,659.61,664.06,35733
2025-07-14,667.89,673.55,664.74,666.86,15524
2025-07-15,670.21,691.7,669.86,684.48,28259
2025-07-16,679.03,700.12,669.01,691.32,41237
2025-07-17,697.44,704.9,693.28,693.29,35512
2025-07-18,699.01,706.11,682.12,691.78,49807
2025-07-21,686.85,695.58,677.05,693.34,6760
2025-07-22,695.36,710.55,694.76,703.4,16631
2025-07-23,706.03,714.97,698.86,706.37,20653
2025-07-24,710.72,721.47,709.38,719.28,45045
2025-07-25,717.54,721.16,708.02,721.07,24585
2025-07-28,717.62,739.95,709.66,729.23,4074
2025-07-29,726.02,743.63,722.22,733.28,30878
2025-07-30,730.48,730.97,726.68,729.72,3739
2025-07-31,734.53,742.68,723.97,741.99,40407
2025-08-01,742.56,755.82,739.78,749.64,30333
2025-08-04,753.56,756.29,748.21,753.57,8918
2025-08-05,757.62,775.49,754.18,768.85,43780
2025-08-06,772.75,780.51,769.95,778.82,21002
2025-08-07,773.19,787.96,773.17,781.75,26171
2025-08-08,783.11,789.75,772.89,783.52,24093
2025-08-11,790.02,796.99,789.09,790.94,18832
2025-08-12,798.13,799.94,789.53,796.91,6636
2025-08-13,791.29,801.36,780.49,781.16,49481
2025-08-14,788.22,816.06,785.87,805.0,39953
2025-08-15,807.24,810.15,804.31,809.28,43513
2025-08-18,811.16,828.22,799.72,821.94,12117
2025-08-19,813.73,822.99,807.99,816.56,34059
2025-08-20,816.29,829.94,807.82,818.2,34665
2025-08-21,819.26,824.17,803.59,813.62,46331
2025-08-22,811.51,822.18,795.82,800.83,27373
2025-08-25,799.09,813.07,793.27,811.79,7169
2025-08-26,808.54,822.47,807.24,819.86,9497
2025-08-27,824.6,831.85,820.23,829.11,5684
2025-08-28,825.52,840.56,814.58,833.45,44456
2025-08-29,829.17,831.83,817.52,826.8,21416
2025-09-01,821.78,832.5,798.66,810.61,45153
2025-09-02,816.89,834.9,807.16,830.53,14736
2025-09-03,831.43,833.8,819.88,827.8,31631
2025-09-04,827.86,828.29,812.39,823.21,19944
2025-09-05,818.13,829.01,795.8,807.41,16313
2025-09-08,810.47,819.72,808.45,815.67,49100
2025-09-09,814.51,821.0,796.35,803.66,18820
2025-09-10,811.28,816.57,808.98,815.11,31688
2025-09-11,816.03,828.45,813.12,824.09,44637
2025-09-12,832.15,837.98,818.61,823.45,31469
2025-09-15,828.83,839.5,828.36,835.48,48004
2025-09-16,842.92,863.35,842.06,852.85,40927
2025-09-17,851.36,879.02,842.13,868.36,14592
2025-09-18,871.51,873.63,850.87,863.81,35818
2025-09-19,871.14,878.57,853.87,861.11,48237
2025-09-22,859.73,870.71,854.14,861.36,46562
2025-09-23,867.14,877.82,847.52,855.75,30782
2025-09-24,847.8,853.21,833.97,839.79,11278
2025-09-25,847.57,852.4,828.95,841.52,26534
2025-09-26,845.1,845.64,834.77,839.2,6973
2025-09-29,833.9,843.13,822.2,833.6,19903
2025-09-30,826.94,838.38,822.3,824.15,26657
2025-10-01,828.7,841.12,822.05,834.29,5378
2025-10-02,833.2,834.86,820.38,831.1,42300
2025-10-03,838.41,845.8,821.58,826.14,48006
2025-10-06,822.92,834.93,818.43,820.53,26710
2025-10-07,818.62,829.39,817.5,819.2,34943
2025-10-08,812.77,822.51,807.07,813.27,39265
2025-10-09,807.44,807.93,789.82,796.66,28061
2025-10-10,803.21,815.19,795.69,809.16,35359
2025-10-13,804.35,804.51,799.2,803.13,38267
2025-10-14,808.41,818.68,794.11,801.08,10791
2025-10-15,802.12,813.34,800.48,801.85,14686
2025-10-16,794.91,811.43,791.52,804.16,24863
2025-10-17,799.39,811.08,785.73,789.7,15552
2025-10-20,781.83,786.21,766.48,777.16,18732
2025-10-21,780.37,785.45,768.12,775.35,30087
2025-10-22,773.44,796.22,766.86,791.67,33089
2025-10-23,798.3,826.77,788.83,815.34,13581
2025-10-24,814.79,820.77,813.59,819.91,21557
2025-10-27,818.45,827.74,807.88,810.94,28644
2025-10-28,805.38,827.57,804.16,815.48,31650
2025-10-29,810.67,817.1,796.57,804.3,31158
2025-10-30,796.82,804.02,789.76,803.44,43100
2025-10-31,803.3,821.78,794.2,821.1,18582
2025-11-03,818.23,825.45,810.53,815.43,19135
2025-11-04,821.72,826.2,814.04,825.64,49691
2025-11-05,824.99,830.69,815.35,815.65,16152
